run_id,label,timestamp,latitude,longitude,axis_m,elapsed_s,axis_velocity_mps,nearest_sensor,nearest_sensor_distance_m,second_sensor_distance_m,sensor_margin_m,nearest_station,nearest_station_distance_m,second_station_distance_m,station_margin_m,nearest_station_axis_m,side_label,direction,lap_progress_stationized
2,miata,2024-03-29 19:55:21+00:00,40.289716,-88.126248,-105.36413406294993,0.0,0.0,rs8,28.106140911817114,33.10729903009602,5.001158118278909,1,28.106140911817114,78.1560500124323,50.04990910061519,-78.92951005359993,positive_cross,ambiguous,0.5104699257527777
2,miata,2024-03-29 19:55:22+00:00,40.289715,-88.126256,-105.24071688663958,1.0,0.12341717631035465,rs8,28.265892472945882,32.61941478465544,4.353522311709558,1,28.265892472945882,78.14504825291039,49.879155779964506,-78.92951005359993,positive_cross,ambiguous,0.5127554290177843
2,miata,2024-03-29 19:55:23+00:00,40.289715,-88.126263,-105.23000658651483,2.0,0.010710300124742389,rs8,28.507119518146848,32.278573808474334,3.771454290327487,1,28.507119518146848,78.23649080814224,49.729371289995385,-78.92951005359993,positive_cross,ambiguous,0.5129537679089833
2,miata,2024-03-29 19:55:24+00:00,40.289715,-88.12627,-105.21929628636835,3.0,0.010710300146484997,rs8,28.75858944988047,31.945138148186704,3.1865486983062326,1,28.75858944988047,78.33232949623968,49.573740046359205,-78.92951005359993,positive_cross,ambiguous,0.5131521068005849
2,miata,2024-03-29 19:55:25+00:00,40.289715,-88.126277,-105.20858598624359,4.0,0.0107103001247566,rs8,29.020035992539192,31.61934208001755,2.5993060874783573,1,29.020035992539192,78.43254820158259,49.4125122090434,-78.92951005359993,positive_cross,ambiguous,0.513350445691784
2,miata,2024-03-29 19:55:26+00:00,40.289714,-88.126284,-105.08669885201512,5.0,0.12188713422847286,rs8,29.19274445582209,31.207058855162558,2.014314399340467,1,29.19274445582209,78.42771817710891,49.23497372128682,-78.92951005359993,positive_cross,ambiguous,0.5156076148441631
2,miata,2024-03-29 19:55:27+00:00,40.289714,-88.126292,-105.07445850899677,6.0,0.012240343018348199,rs8,29.51525577083011,30.85260113312734,1.3373453622972313,1,29.51525577083011,78.55273469772531,49.037478926895204,-78.92951005359993,positive_cross,ambiguous,0.5158342878630214
2,miata,2024-03-29 19:55:28+00:00,40.289714,-88.126299,-105.06374820887203,7.0,0.010710300124742389,rs8,29.807270475959594,30.55144786669427,0.7441773907346771,1,29.807270475959594,78.66676518625628,48.85949471029669,-78.92951005359993,positive_cross,ambiguous,0.5160326267542203
2,miata,2024-03-29 19:55:29+00:00,40.289714,-88.126306,-105.05303790874727,8.0,0.0107103001247566,rs8,30.108169011284758,30.25895495316885,0.15078594188409156,1,30.108169011284758,78.78510762853163,48.676938617246876,-78.92951005359993,positive_cross,ambiguous,0.5162309656454196
2,miata,2024-03-29 19:55:30+00:00,40.289713,-88.126351,-104.87300914602599,9.0,0.1800287627212782,rs10,28.49967743276547,32.148249324222355,3.6485718914568857,1,28.49967743276547,78.98321992162353,50.48354248885806,-78.92951005359993,negative_cross,ambiguous,0.5195648316217395
2,miata,2024-03-29 19:55:31+00:00,40.289712,-88.126369,-104.73429154095358,10.0,0.13871760507241504,rs10,27.848619692152468,33.00092267437436,5.15230298222189,1,27.848619692152468,78.60357894935949,50.75495925720702,-78.92951005359993,negative_cross,ambiguous,0.5221336761601176
2,miata,2024-03-29 19:55:32+00:00,40.28971,-88.126404,-104.45838637289066,11.0,0.27590516806291987,rs10,26.782710251138617,34.787732455080885,8.005022203942268,1,26.782710251138617,77.94011810414722,51.1574078530086,-78.92951005359993,negative_cross,ambiguous,0.5272430311242458
2,miata,2024-03-29 19:55:33+00:00,40.289696,-88.126449,-102.83305877314085,12.0,1.6253275997498093,rs10,24.590750342300932,36.46631576475328,11.87556542245235,1,24.590750342300932,75.98083137030494,51.390081028004005,-78.92951005359993,negative_cross,toward_S4,0.5573416903788718
2,miata,2024-03-29 19:55:34+00:00,40.289689,-88.126463,-102.03340033809343,13.0,0.7996584350474194,rs10,23.7189651719806,36.882163487983746,13.163198316003147,1,23.7189651719806,75.11345483817044,51.39448966618984,-78.92951005359993,negative_cross,toward_S4,0.572150179916787
2,miata,2024-03-29 19:55:35+00:00,40.28966,-88.12648,-98.78326143441838,14.0,3.250138903675051,rs10,20.454700352569855,36.15479627278166,15.700095920211805,1,20.454700352569855,71.80605542637427,51.35135507380441,-78.92951005359993,negative_cross,toward_S4,0.6323379373922509
2,miata,2024-03-29 19:55:36+00:00,40.289611,-88.126485,-93.32794637423436,15.0,5.45531506018402,rs10,15.013066361999664,33.862371403709304,18.84930504170964,1,15.013066361999664,66.34137574240015,51.32830938040048,-78.92951005359993,negative_cross,toward_S4,0.7333622903586217
2,miata,2024-03-29 19:55:37+00:00,40.289544,-88.126447,-85.937240152537,16.0,7.390706221697357,rs10,8.02543949696498,28.296654286132455,20.271214789167473,1,8.02543949696498,59.169946931984946,51.14450743501997,-78.92951005359993,negative_cross,toward_S4,0.8702272203900542
2,miata,2024-03-29 19:55:39+00:00,40.289494,-88.126446,-80.37992851550216,18.0,2.7786558185174215,rs10,3.43550454623768,27.38670100223558,23.9511964559979,1,3.43550454623768,53.65687606711156,50.22137152087388,-78.92951005359993,negative_cross,toward_S4,0.9731403988536624
2,miata,2024-03-29 19:55:40+00:00,40.289426,-88.126448,-72.81684374546454,19.0,7.563084770037619,rs10,6.161942066443485,28.2138641382035,22.051922071760018,1,6.161942066443485,46.137061237635066,39.97511917119158,-78.92951005359993,negative_cross,toward_S4,1.1131975242247294
2,miata,2024-03-29 19:55:41+00:00,40.289356,-88.126446,-65.03752547949689,20.0,7.779318265967646,rs10,13.648537066500818,30.724181096473785,17.075644029972967,1,13.648537066500818,38.472698843050665,24.824161776549847,-78.92951005359993,negative_cross,toward_S4,1.2572589735945006
2,miata,2024-03-29 19:55:42+00:00,40.28928,-88.126442,-56.59420629783227,21.0,8.44331918166462,rs10,22.03622547587102,30.2582935054316,8.222068029560578,1,22.03622547587102,30.2582935054316,8.222068029560578,-78.92951005359993,negative_cross,toward_S4,1.4136167362179195
