run_id,label,n_samples,median_station_margin_m,median_sensor_margin_m,ambiguous_fraction,toward_s4_fraction,toward_s1_fraction,station_counts,direction_counts
0,mustang,891,38.76993407327732,17.7672742596925,0.020202020202020204,0.49382716049382713,0.48597081930415265,"{1: 247, 2: 192, 3: 192, 4: 260}","{'toward_S4': 440, 'toward_S1': 433, 'ambiguous': 18}"
1,mustang,2781,38.487336295318315,17.70179952260272,0.01654081265731751,0.48076231571377204,0.5026968716289104,"{1: 747, 2: 595, 3: 613, 4: 826}","{'toward_S1': 1398, 'toward_S4': 1337, 'ambiguous': 46}"
2,miata,892,42.05723006387525,17.64419950236738,0.04035874439461883,0.4876681614349776,0.47197309417040356,"{1: 278, 2: 166, 3: 173, 4: 275}","{'toward_S4': 435, 'toward_S1': 421, 'ambiguous': 36}"
3,miata,2946,42.77165573612238,17.24805841162322,0.03699932111337407,0.47046843177189407,0.4925322471147318,"{1: 926, 2: 545, 3: 561, 4: 914}","{'toward_S1': 1451, 'toward_S4': 1386, 'ambiguous': 109}"
4,gle350,898,42.28099775512702,17.091662079117402,0.013363028953229399,0.48552338530066813,0.5011135857461024,"{1: 283, 2: 171, 3: 171, 4: 273}","{'toward_S1': 450, 'toward_S4': 436, 'ambiguous': 12}"
5,gle350,2655,42.16593839104573,17.26507217914247,0.014689265536723164,0.48851224105461394,0.4967984934086629,"{1: 804, 2: 519, 3: 506, 4: 826}","{'toward_S1': 1319, 'toward_S4': 1297, 'ambiguous': 39}"
6,cx30,894,41.96682252707137,17.935812913176868,0.021252796420581657,0.5022371364653244,0.47651006711409394,"{1: 275, 2: 170, 3: 177, 4: 272}","{'toward_S4': 449, 'toward_S1': 426, 'ambiguous': 19}"
7,cx30,2764,42.14682146387528,17.798356159327575,0.019536903039073805,0.47503617945007237,0.5054269175108539,"{1: 864, 2: 520, 3: 535, 4: 845}","{'toward_S1': 1397, 'toward_S4': 1313, 'ambiguous': 54}"
