run_id,label,timestamp,latitude,longitude,axis_m,elapsed_s,axis_velocity_mps,nearest_sensor,nearest_sensor_distance_m,second_sensor_distance_m,sensor_margin_m,nearest_station,nearest_station_distance_m,second_station_distance_m,station_margin_m,nearest_station_axis_m,side_label,direction,lap_progress_stationized
4,gle350,2024-03-29 21:20:41+00:00,40.289701,-88.126147,-103.8510158897429,0.0,0.0,rs8,24.461511017720554,37.67159052274521,13.210079505024659,1,24.461511017720554,75.7417325655197,51.280221547799144,-78.92951005359993,positive_cross,toward_S4,0.5384906326640191
4,gle350,2024-03-29 21:20:42+00:00,40.289688,-88.126151,-102.39959688122694,1.0,1.4514190085159555,rs8,23.05238438564687,36.46774731046226,13.415362924815387,1,23.05238438564687,74.30875739538703,51.25637300974016,-78.92951005359993,positive_cross,toward_S4,0.5653687624513516
4,gle350,2024-03-29 21:20:43+00:00,40.289678,-88.126153,-101.28476845995411,2.0,1.1148284212728328,rs8,21.964699583938106,35.62708373808876,13.66238415415065,1,21.964699583938106,73.20408076422086,51.239381180282756,-78.92951005359993,positive_cross,toward_S4,0.5860137332156633
4,gle350,2024-03-29 21:20:44+00:00,40.289667,-88.126154,-100.06029324747117,3.0,1.2244752124829432,rs8,20.75995975528424,34.8015705933456,14.041610838061363,1,20.75995975528424,71.98522861505491,51.225268859770665,-78.92951005359993,positive_cross,toward_S4,0.6086892001134956
4,gle350,2024-03-29 21:20:45+00:00,40.289657,-88.126155,-98.946994868302,4.0,1.1132983791691657,rs8,19.668111576527398,34.06583829345017,14.397726716922772,1,19.668111576527398,70.87775289000764,51.20964131348025,-78.92951005359993,positive_cross,toward_S4,0.6293058367647764
4,gle350,2024-03-29 21:20:46+00:00,40.289646,-88.126156,-97.7225196558191,5.0,1.2244752124829006,rs8,18.469078140506532,33.28792406580078,14.818845925294248,1,18.469078140506532,69.65942783543868,51.190349694932145,-78.92951005359993,positive_cross,toward_S4,0.6519813036626079
4,gle350,2024-03-29 21:20:47+00:00,40.289635,-88.126157,-96.49804444331441,6.0,1.2244752125046858,rs8,17.273891646597285,32.53765031057716,15.263758663979878,1,17.273891646597285,68.44139221989032,51.16750057329303,-78.92951005359993,positive_cross,toward_S4,0.6746567705608428
4,gle350,2024-03-29 21:20:48+00:00,40.289593,-88.126168,-91.8117869614436,7.0,4.686257481870811,rs8,12.92929676521801,29.41554364961904,16.486246884401027,1,12.92929676521801,63.83159005756282,50.90229329234481,-78.92951005359993,positive_cross,toward_S4,0.7614393165214134
4,gle350,2024-03-29 21:20:49+00:00,40.289551,-88.126173,-87.1347097360575,8.0,4.6770772253861,rs8,8.764005949100007,27.265547436537872,18.501541487437866,1,8.764005949100007,59.20357272833741,50.43956677923741,-78.92951005359993,positive_cross,toward_S4,0.8480518577322671
4,gle350,2024-03-29 21:20:50+00:00,40.289484,-88.126176,-79.68127175644001,9.0,7.45343797961749,rs8,4.4524506079837325,25.722143628201714,21.269693020217982,1,4.4524506079837325,51.802036173635585,47.34958556565185,-78.92951005359993,positive_cross,toward_S4,0.9860784869844429
4,gle350,2024-03-29 21:20:51+00:00,40.289395,-88.126175,-69.78806360910959,10.0,9.893208147330427,rs8,10.593660015451176,27.323897547490112,16.730237532038934,1,10.593660015451176,41.94902832408798,31.355368308636805,-78.92951005359993,positive_cross,toward_S4,1.1692860452683396
4,gle350,2024-03-29 21:20:52+00:00,40.28931,-88.126172,-60.3426228823795,11.0,9.445440726730084,rs8,19.54492387184324,31.93330909478165,12.38838522293841,1,19.54492387184324,32.540133307501534,12.995209435658296,-78.92951005359993,positive_cross,toward_S4,1.3442016142818598
4,gle350,2024-03-29 21:20:53+00:00,40.289229,-88.126164,-51.34953970405367,12.0,8.993083178325833,rs6,23.533417776232326,28.32616493350822,4.792747157275894,2,23.533417776232326,28.32616493350822,4.792747157275894,-27.632700444717127,positive_cross,toward_S4,1.5607992729752493
4,gle350,2024-03-29 21:20:54+00:00,40.289134,-88.126172,-40.775500169392345,13.0,10.574039534661324,rs6,13.451890050607325,32.67600286640843,19.224112815801107,2,13.451890050607325,38.90185681785161,25.449966767244284,-27.632700444717127,positive_cross,toward_S4,1.756614819913422
4,gle350,2024-03-29 21:20:55+00:00,40.289044,-88.126173,-30.76805510300444,14.0,10.007445066387906,rs6,5.38358059839537,29.975656764374747,24.59207616597938,2,5.38358059839537,48.87493034341423,43.49134974501886,-27.632700444717127,positive_cross,toward_S4,1.941937876698383
4,gle350,2024-03-29 21:20:56+00:00,40.288955,-88.126174,-20.871786870698493,15.0,9.896268232305946,rs6,8.706976721014268,30.467751834795617,21.76077511378135,2,8.706976721014268,46.897865632366006,38.190888911351735,-27.632700444717127,positive_cross,toward_S4,2.125202103222567
4,gle350,2024-03-29 21:20:57+00:00,40.288865,-88.126182,-10.853631504185833,16.0,10.01815536651266,rs6,18.127613006753354,33.50949775512616,15.381884748372809,2,18.127613006753354,37.0695613086563,18.941948301902944,-27.632700444717127,positive_cross,toward_S4,2.3107234988987275
