station_id,station_axis_m,station_cross_m,station_x_m,station_y_m,node_count
1,-78.92951005359993,0.0740276110910818,1.898884120179389,78.9066998204218,2
2,-27.632700444717127,-0.40679402506024864,0.23219186093669997,27.634719144727768,2
3,26.33125891160298,-0.5501985149529389,-1.1588388287862834,-26.311499516810862,2
4,80.2309515867141,0.8829649289221067,-0.972237151124455,-80.22991944675854,2
