station_id,side_label,rs10__mic,rs1__mic,rs2__mic,rs3__mic,rs5__mic,rs6__mic,rs7__mic,rs8__mic
1,positive_cross,1.03031139118603,-0.22751916748777914,-0.3352651849477849,-0.3608091487653161,-0.10646269271926999,-0.12070473517861009,-0.35429954586171775,0.03190308037419739
2,negative_cross,0.4600535886919035,-0.29140054412637945,-0.24209508348297087,-0.37600216001484305,-0.16122543355503963,0.47892093865707736,-0.4170092013510026,1.505148422681171
3,negative_cross,-0.15355724987659355,-0.16576964466683697,0.1727316068129204,-0.40773136667613263,-0.24607783404092343,1.0211884431469829,-0.43256486430666075,0.20205280706029374
4,negative_cross,-0.29841242408744056,-0.2559846613502806,0.9281157941034684,-0.33114224478978216,-0.1435532047852065,-0.07511844075232953,0.005324756191893255,-0.2665871703769887
5,negative_cross,-0.384586486325977,-0.2998644007649045,-0.1047450992653972,0.24374536550409273,0.46307869871010765,-0.3846182889579545,1.4711929664749044,-0.3943373498794584
6,negative_cross,-0.4081695377229377,-0.28742197085126076,-0.4088829211411307,1.4797208856819983,1.3543001951642908,-0.34106637730817224,1.0992499865758665,-0.4197479670086713
6,positive_cross,-0.4131440798563891,-0.07915713514669385,-0.3950787249465182,1.6883450517853855,0.5510540991512918,-0.351082119780865,0.17219092223172405,-0.40514095412222384
7,positive_cross,-0.37218961398189165,0.9886157993949626,-0.17340556368821136,-0.001341189250604628,-0.30270503637732826,-0.3780775473356769,-0.31242356970338525,-0.3756795057544105
