feature,mean,std
rs10__mic,5.487429731478436,0.9797525196028966
rs1__mic,5.203141987639416,1.071864277337936
rs2__mic,5.048757100070332,0.9931662755661058
rs3__mic,5.731231543112222,0.9675619470627623
rs5__mic,5.127931813441655,0.9956406404609146
rs6__mic,5.87471084039563,0.9453104526813807
rs7__mic,5.40669148347521,1.0221010271675703
rs8__mic,5.9179139721043015,0.8792422151073906
